timestamp,open,high,low,close
2021-01-22 01:58:00,,,,
2021-01-22 01:59:00,,,,
2021-01-22 02:00:00,,,,
2021-01-22 02:01:00,,,,
2021-01-22 02:02:00,,,,
2021-01-22 02:03:00,,,,
2021-01-22 02:04:00,,,,
2021-01-22 02:05:00,,,,
2021-01-22 02:06:00,,,,
2021-01-22 02:07:00,,,,
2021-01-22 02:08:00,,,,
2021-01-22 02:09:00,,,,
2021-01-22 02:10:00,,,,
2021-01-22 02:11:00,,,,
2021-01-22 02:12:00,,,,
2021-01-22 02:13:00,,,,
2021-01-22 02:14:00,-0.0015700000000000713,-0.0005700000000001815,-0.0015700000000000713,-0.0005700000000001815
2021-01-22 02:15:00,-0.000560000000000116,-8.000000000008001e-05,-0.0005799999999998029,-0.0005799999999998029
2021-01-22 02:16:00,,,,
2021-01-22 02:17:00,,,,
2021-01-22 02:18:00,,,,
2021-01-22 02:19:00,,,,
2021-01-22 02:20:00,,,,
2021-01-22 02:21:00,,,,
2021-01-22 02:22:00,,,,
2021-01-22 02:23:00,,,,
2021-01-22 02:24:00,,,,
2021-01-22 02:25:00,,,,
2021-01-22 02:26:00,,,,
2021-01-22 02:27:00,,,,
2021-01-22 02:28:00,-0.00649999999999995,0.00031499999999962114,-0.00649999999999995,-0.00014500000000072788
2021-01-22 02:29:00,,,,
2021-01-22 02:30:00,,,,
2021-01-22 02:31:00,,,,
2021-01-22 02:32:00,,,,
2021-01-22 02:33:00,0.0035650000000000404,0.004325000000000134,-0.0011249999999995985,0.0022649999999999615
2021-01-22 02:34:00,,,,
2021-01-22 02:35:00,,,,
2021-01-22 02:36:00,0.0007749999999999702,0.0019200000000001438,-6.500000000020378e-05,0.0004300000000001525
2021-01-22 02:37:00,,,,
2021-01-22 02:38:00,,,,
2021-01-22 02:39:00,-0.003194999999999837,-0.00032499999999968665,-0.003194999999999837,-0.0006800000000000139
2021-01-22 02:40:00,,,,
2021-01-22 02:41:00,0.011319999999999997,0.011319999999999997,-0.0006699999999995043,-0.0001499999999996504
2021-01-22 02:42:00,,,,
2021-01-22 02:43:00,-0.0011499999999995403,0.000660000000000327,-0.0011499999999995403,0.000660000000000327
2021-01-22 02:44:00,,,,
2021-01-22 02:45:00,,,,
2021-01-22 02:46:00,,,,
2021-01-22 02:47:00,,,,
2021-01-22 02:48:00,,,,
2021-01-22 02:49:00,,,,
2021-01-22 02:50:00,,,,
2021-01-22 02:51:00,0.0010300000000000864,0.0010300000000000864,-0.0003100000000002545,-0.0003100000000002545
2021-01-22 02:52:00,,,,
2021-01-22 02:53:00,,,,
2021-01-22 02:54:00,,,,
2021-01-22 02:55:00,,,,
2021-01-22 02:56:00,,,,
2021-01-22 02:57:00,,,,
2021-01-22 02:58:00,,,,
2021-01-22 02:59:00,,,,
2021-01-22 03:00:00,,,,
2021-01-22 03:01:00,,,,
2021-01-22 03:02:00,,,,
2021-01-22 03:03:00,,,,
2021-01-22 03:04:00,,,,
2021-01-22 03:05:00,,,,
2021-01-22 03:06:00,,,,
2021-01-22 03:07:00,,,,
2021-01-22 03:08:00,,,,
2021-01-22 03:09:00,,,,
2021-01-22 03:10:00,,,,
2021-01-22 03:11:00,,,,
2021-01-22 03:12:00,,,,
2021-01-22 03:13:00,,,,
2021-01-22 03:14:00,,,,
2021-01-22 03:15:00,,,,
2021-01-22 03:16:00,,,,
2021-01-22 03:17:00,,,,
2021-01-22 03:18:00,,,,
2021-01-22 03:19:00,,,,
2021-01-22 03:20:00,,,,
2021-01-22 03:21:00,,,,
2021-01-22 03:22:00,,,,
2021-01-22 03:23:00,,,,
2021-01-22 03:24:00,,,,
2021-01-22 03:25:00,,,,
2021-01-22 03:26:00,,,,
2021-01-22 03:27:00,,,,
2021-01-22 03:28:00,,,,
2021-01-22 03:29:00,-0.008420000000000094,0.0018300000000004424,-0.008420000000000094,0.0013300000000002754
2021-01-22 03:30:00,,,,
2021-01-22 03:31:00,,,,
2021-01-22 03:32:00,,,,
2021-01-22 03:33:00,,,,
2021-01-22 03:34:00,,,,
2021-01-22 03:35:00,,,,
2021-01-22 03:36:00,,,,
2021-01-22 03:37:00,,,,
2021-01-22 03:38:00,,,,
2021-01-22 03:39:00,,,,
2021-01-22 03:40:00,,,,
2021-01-22 03:41:00,,,,
2021-01-22 03:42:00,,,,
2021-01-22 03:43:00,0.000140000000000029,0.0006550000000000722,-0.000360000000000138,0.0001500000000000945
2021-01-22 03:44:00,,,,
2021-01-22 03:45:00,,,,
2021-01-22 03:46:00,,,,
2021-01-22 03:47:00,,,,
2021-01-22 03:48:00,,,,
2021-01-22 03:49:00,,,,
2021-01-22 03:50:00,,,,
2021-01-22 03:51:00,,,,
2021-01-22 03:52:00,-0.011479999999999713,0.0007250000000000867,-0.011479999999999713,0.0007250000000000867
2021-01-22 03:53:00,,,,
2021-01-22 03:54:00,,,,
2021-01-22 03:55:00,,,,
2021-01-22 03:56:00,,,,
2021-01-22 03:57:00,,,,
2021-01-22 03:58:00,,,,
2021-01-22 03:59:00,,,,
2021-01-22 04:00:00,,,,
2021-01-22 04:01:00,,,,
2021-01-22 04:02:00,,,,
2021-01-22 04:03:00,,,,
2021-01-22 04:04:00,,,,
2021-01-22 04:05:00,,,,
2021-01-22 04:06:00,,,,
2021-01-22 04:07:00,,,,
2021-01-22 04:08:00,,,,
2021-01-22 04:09:00,-0.0008149999999997881,0.0009049999999999336,-0.0008149999999997881,-0.00016499999999997073
2021-01-22 04:10:00,,,,
2021-01-22 04:11:00,,,,
2021-01-22 04:12:00,,,,
2021-01-22 04:13:00,,,,
2021-01-22 04:14:00,,,,
2021-01-22 04:15:00,,,,
2021-01-22 04:16:00,,,,
2021-01-22 04:17:00,,,,
2021-01-22 04:18:00,,,,
2021-01-22 04:19:00,,,,
2021-01-22 04:20:00,,,,
2021-01-22 04:21:00,,,,
2021-01-22 04:22:00,,,,
2021-01-22 04:23:00,,,,
2021-01-22 04:24:00,0.007985000000000131,0.007985000000000131,0.0024500000000000632,0.003135000000000332
2021-01-22 04:25:00,0.0006050000000001887,0.0012450000000003847,-4.499999999962867e-05,0.0007500000000004725
2021-01-22 04:26:00,0.0027500000000002522,0.0027500000000002522,-0.0002249999999999197,-0.0002249999999999197
2021-01-22 04:27:00,-0.0006299999999996864,0.00039499999999970115,-0.0007749999999999702,-0.00048000000000003595
2021-01-22 04:28:00,,,,
2021-01-22 04:29:00,,,,
2021-01-22 04:30:00,-0.005969999999999587,0.0019900000000001583,-0.005969999999999587,0.0018899999999999473
2021-01-22 04:31:00,,,,
2021-01-22 04:32:00,,,,
2021-01-22 04:33:00,,,,
2021-01-22 04:34:00,,,,
2021-01-22 04:35:00,,,,
2021-01-22 04:36:00,,,,
2021-01-22 04:37:00,,,,
2021-01-22 04:38:00,,,,
2021-01-22 04:39:00,,,,
2021-01-22 04:40:00,,,,
2021-01-22 04:41:00,,,,
2021-01-22 04:42:00,,,,
2021-01-22 04:43:00,,,,
2021-01-22 04:44:00,0.009839999999999627,0.009839999999999627,0.0034649999999998293,0.0034649999999998293
2021-01-22 04:45:00,,,,
2021-01-22 04:46:00,,,,
2021-01-22 04:47:00,,,,
2021-01-22 04:48:00,0.0023249999999999105,0.0023249999999999105,0.00025999999999992696,0.0019700000000000273
2021-01-22 04:49:00,,,,
2021-01-22 04:50:00,,,,
2021-01-22 04:51:00,,,,
2021-01-22 04:52:00,,,,
2021-01-22 04:53:00,,,,
2021-01-22 04:54:00,,,,
2021-01-22 04:55:00,,,,
2021-01-22 04:56:00,,,,
2021-01-22 04:57:00,,,,
2021-01-22 04:58:00,,,,
2021-01-22 04:59:00,,,,
2021-01-22 05:00:00,,,,
2021-01-22 05:01:00,,,,
2021-01-22 05:02:00,,,,
2021-01-22 05:03:00,,,,
2021-01-22 05:04:00,,,,
2021-01-22 05:05:00,,,,
2021-01-22 05:06:00,,,,
2021-01-22 05:07:00,,,,
2021-01-22 05:08:00,0.01110999999999951,0.01110999999999951,0.0015249999999999986,0.0015249999999999986
2021-01-22 05:09:00,,,,
2021-01-22 05:10:00,,,,
2021-01-22 05:11:00,,,,
2021-01-22 05:12:00,0.0023900000000001143,0.0023900000000001143,0.0010300000000005305,0.0019850000000003476
2021-01-22 05:13:00,,,,
2021-01-22 05:14:00,,,,
2021-01-22 05:15:00,,,,
2021-01-22 05:16:00,,,,
2021-01-22 05:17:00,,,,
2021-01-22 05:18:00,,,,
2021-01-22 05:19:00,,,,
2021-01-22 05:20:00,,,,
2021-01-22 05:21:00,0.0009700000000001374,0.0009700000000001374,0.00046999999999952635,0.00046999999999952635
2021-01-22 05:22:00,,,,
2021-01-22 05:23:00,,,,
2021-01-22 05:24:00,0.000720000000000276,0.001574999999999882,-0.000280000000000058,0.0015700000000000713
2021-01-22 05:25:00,,,,
2021-01-22 05:26:00,,,,
2021-01-22 05:27:00,,,,
2021-01-22 05:28:00,,,,
2021-01-22 05:29:00,,,,
2021-01-22 05:30:00,,,,
2021-01-22 05:31:00,,,,
2021-01-22 05:32:00,,,,
2021-01-22 05:33:00,,,,
2021-01-22 05:34:00,,,,
2021-01-22 05:35:00,,,,
2021-01-22 05:36:00,,,,
2021-01-22 05:37:00,,,,
2021-01-22 05:38:00,,,,
2021-01-22 05:39:00,,,,
2021-01-22 05:40:00,,,,
2021-01-22 05:41:00,,,,
2021-01-22 05:42:00,,,,
2021-01-22 05:43:00,,,,
2021-01-22 05:44:00,,,,
2021-01-22 05:45:00,,,,
2021-01-22 05:46:00,,,,
2021-01-22 05:47:00,,,,
2021-01-22 05:48:00,,,,
2021-01-22 05:49:00,,,,
2021-01-22 05:50:00,,,,
2021-01-22 05:51:00,,,,
2021-01-22 05:52:00,,,,
2021-01-22 05:53:00,,,,
2021-01-22 05:54:00,,,,
2021-01-22 05:55:00,,,,
2021-01-22 05:56:00,,,,
2021-01-22 05:57:00,,,,
2021-01-22 05:58:00,,,,
2021-01-22 05:59:00,,,,
2021-01-22 06:00:00,,,,
2021-01-22 06:01:00,,,,
2021-01-22 06:02:00,,,,
2021-01-22 06:03:00,,,,
2021-01-22 06:04:00,,,,
2021-01-22 06:05:00,,,,
2021-01-22 06:06:00,,,,
2021-01-22 06:07:00,,,,
2021-01-22 06:08:00,,,,
2021-01-22 06:09:00,,,,
2021-01-22 06:10:00,,,,
2021-01-22 06:11:00,0.01455500000000054,0.01455500000000054,-0.0014649999999996055,-0.0014649999999996055
2021-01-22 06:12:00,,,,
2021-01-22 06:13:00,,,,
2021-01-22 06:14:00,,,,
2021-01-22 06:15:00,,,,
2021-01-22 06:16:00,,,,
2021-01-22 06:17:00,,,,
2021-01-22 06:18:00,,,,
2021-01-22 06:19:00,,,,
2021-01-22 06:20:00,,,,
2021-01-22 06:21:00,,,,
2021-01-22 06:22:00,,,,
2021-01-22 06:23:00,,,,
2021-01-22 06:24:00,,,,
2021-01-22 06:25:00,,,,
2021-01-22 06:26:00,,,,
2021-01-22 06:27:00,,,,
2021-01-22 06:28:00,,,,
2021-01-22 06:29:00,,,,
2021-01-22 06:30:00,,,,
2021-01-22 06:31:00,,,,
2021-01-22 06:32:00,,,,
2021-01-22 06:33:00,,,,
2021-01-22 06:34:00,,,,
2021-01-22 06:35:00,,,,
2021-01-22 06:36:00,,,,
2021-01-22 06:37:00,,,,
2021-01-22 06:38:00,,,,
2021-01-22 06:39:00,,,,
2021-01-22 06:40:00,,,,
2021-01-22 06:41:00,,,,
2021-01-22 06:42:00,,,,
2021-01-22 06:43:00,,,,
2021-01-22 06:44:00,,,,
2021-01-22 06:45:00,,,,
2021-01-22 06:46:00,,,,
2021-01-22 06:47:00,,,,
2021-01-22 06:48:00,,,,
2021-01-22 06:49:00,,,,
2021-01-22 06:50:00,,,,
2021-01-22 06:51:00,,,,
2021-01-22 06:52:00,,,,
2021-01-22 06:53:00,,,,
2021-01-22 06:54:00,,,,
2021-01-22 06:55:00,,,,
2021-01-22 06:56:00,,,,
2021-01-22 06:57:00,,,,
2021-01-22 06:58:00,,,,
2021-01-22 06:59:00,,,,
2021-01-22 07:00:00,,,,
2021-01-22 07:01:00,,,,
2021-01-22 07:02:00,,,,
2021-01-22 07:03:00,,,,
2021-01-22 07:04:00,,,,
2021-01-22 07:05:00,,,,
2021-01-22 07:06:00,,,,
2021-01-22 07:07:00,,,,
2021-01-22 07:08:00,,,,
2021-01-22 07:09:00,,,,
2021-01-22 07:10:00,,,,
2021-01-22 07:11:00,,,,
2021-01-22 07:12:00,,,,
2021-01-22 07:13:00,,,,
2021-01-22 07:14:00,,,,
2021-01-22 07:15:00,,,,
2021-01-22 07:16:00,,,,
2021-01-22 07:17:00,,,,
2021-01-22 07:18:00,,,,
2021-01-22 07:19:00,,,,
2021-01-22 07:20:00,,,,
2021-01-22 07:21:00,,,,
2021-01-22 07:22:00,,,,
2021-01-22 07:23:00,,,,
2021-01-22 07:24:00,,,,
2021-01-22 07:25:00,,,,
2021-01-22 07:26:00,,,,
2021-01-22 07:27:00,,,,
2021-01-22 07:28:00,,,,
2021-01-22 07:29:00,,,,
2021-01-22 07:30:00,,,,
2021-01-22 07:31:00,,,,
2021-01-22 07:32:00,,,,
2021-01-22 07:33:00,,,,
2021-01-22 07:34:00,,,,
2021-01-22 07:35:00,,,,
2021-01-22 07:36:00,,,,
2021-01-22 07:37:00,,,,
2021-01-22 07:38:00,,,,
2021-01-22 07:39:00,,,,
2021-01-22 07:40:00,,,,
2021-01-22 07:41:00,,,,
2021-01-22 07:42:00,,,,
2021-01-22 07:43:00,,,,
2021-01-22 07:44:00,,,,
2021-01-22 07:45:00,,,,
2021-01-22 07:46:00,,,,
2021-01-22 07:47:00,,,,
2021-01-22 07:48:00,,,,
2021-01-22 07:49:00,,,,
2021-01-22 07:50:00,,,,
2021-01-22 07:51:00,,,,
2021-01-22 07:52:00,,,,
2021-01-22 07:53:00,,,,
2021-01-22 07:54:00,,,,
2021-01-22 07:55:00,,,,
2021-01-22 07:56:00,,,,
2021-01-22 07:57:00,,,,
2021-01-22 07:58:00,,,,
2021-01-22 07:59:00,,,,
2021-01-22 08:00:00,,,,
2021-01-22 08:01:00,,,,
2021-01-22 08:02:00,,,,
2021-01-22 08:03:00,,,,
2021-01-22 08:04:00,,,,
2021-01-22 08:05:00,,,,
2021-01-22 08:06:00,,,,
2021-01-22 08:07:00,,,,
2021-01-22 08:08:00,,,,
2021-01-22 08:09:00,,,,
2021-01-22 08:10:00,,,,
2021-01-22 08:11:00,,,,
2021-01-22 08:12:00,,,,
2021-01-22 08:13:00,,,,
2021-01-22 08:14:00,,,,
2021-01-22 08:15:00,,,,
2021-01-22 08:16:00,,,,
2021-01-22 08:17:00,,,,
2021-01-22 08:18:00,,,,
2021-01-22 08:19:00,,,,
2021-01-22 08:20:00,,,,
2021-01-22 08:21:00,,,,
2021-01-22 08:22:00,,,,
2021-01-22 08:23:00,,,,
2021-01-22 08:24:00,,,,
2021-01-22 08:25:00,,,,
2021-01-22 08:26:00,,,,
2021-01-22 08:27:00,,,,
2021-01-22 08:28:00,,,,
2021-01-22 08:29:00,,,,
2021-01-22 08:30:00,,,,
2021-01-22 08:31:00,,,,
2021-01-22 08:32:00,,,,
2021-01-22 08:33:00,,,,
2021-01-22 08:34:00,,,,
2021-01-22 08:35:00,,,,
2021-01-22 08:36:00,,,,
2021-01-22 08:37:00,,,,
2021-01-22 08:38:00,,,,
2021-01-22 08:39:00,,,,
2021-01-22 08:40:00,,,,
2021-01-22 08:41:00,,,,
2021-01-22 08:42:00,0.0010050000000001447,0.001120000000000232,-0.00025000000000030553,-0.00025000000000030553
2021-01-22 08:43:00,,,,
2021-01-22 08:44:00,,,,
2021-01-22 08:45:00,,,,
2021-01-22 08:46:00,,,,
2021-01-22 08:47:00,,,,
2021-01-22 08:48:00,,,,
2021-01-22 08:49:00,,,,
2021-01-22 08:50:00,,,,
2021-01-22 08:51:00,,,,
2021-01-22 08:52:00,,,,
2021-01-22 08:53:00,,,,
2021-01-22 08:54:00,,,,
2021-01-22 08:55:00,,,,
2021-01-22 08:56:00,,,,
2021-01-22 08:57:00,,,,
2021-01-22 08:58:00,,,,
2021-01-22 08:59:00,,,,
2021-01-22 09:00:00,,,,
2021-01-22 09:01:00,,,,
2021-01-22 09:02:00,,,,
2021-01-22 09:03:00,,,,
2021-01-22 09:04:00,,,,
2021-01-22 09:05:00,,,,
2021-01-22 09:06:00,,,,
2021-01-22 09:07:00,,,,
2021-01-22 09:08:00,,,,
2021-01-22 09:09:00,,,,
2021-01-22 09:10:00,,,,
2021-01-22 09:11:00,,,,
2021-01-22 09:12:00,,,,
2021-01-22 09:13:00,,,,
2021-01-22 09:14:00,,,,
2021-01-22 09:15:00,,,,
2021-01-22 09:16:00,,,,
2021-01-22 09:17:00,,,,
2021-01-22 09:18:00,,,,
2021-01-22 09:19:00,,,,
2021-01-22 09:20:00,,,,
2021-01-22 09:21:00,,,,
2021-01-22 09:22:00,,,,
2021-01-22 09:23:00,,,,
2021-01-22 09:24:00,,,,
2021-01-22 09:25:00,,,,
2021-01-22 09:26:00,,,,
2021-01-22 09:27:00,,,,
2021-01-22 09:28:00,,,,
2021-01-22 09:29:00,,,,
2021-01-22 09:30:00,,,,
2021-01-22 09:31:00,,,,
2021-01-22 09:32:00,,,,
2021-01-22 09:33:00,,,,
2021-01-22 09:34:00,,,,
2021-01-22 09:35:00,,,,
2021-01-22 09:36:00,,,,
2021-01-22 09:37:00,,,,
2021-01-22 09:38:00,,,,
2021-01-22 09:39:00,,,,
2021-01-22 09:40:00,,,,
2021-01-22 09:41:00,,,,
2021-01-22 09:42:00,,,,
2021-01-22 09:43:00,,,,
2021-01-22 09:44:00,,,,
2021-01-22 09:45:00,,,,
2021-01-22 09:46:00,,,,
2021-01-22 09:47:00,,,,
2021-01-22 09:48:00,-0.03151000000000037,0.0016199999999999548,-0.034009999999999874,0.0006199999999996209
2021-01-22 09:49:00,,,,
2021-01-22 09:50:00,,,,
2021-01-22 09:51:00,,,,
2021-01-22 09:52:00,,,,
2021-01-22 09:53:00,,,,
2021-01-22 09:54:00,0.002154999999999685,0.0036549999999992977,0.0008050000000001667,0.0008050000000001667
2021-01-22 09:55:00,,,,
2021-01-22 09:56:00,,,,
2021-01-22 09:57:00,,,,
2021-01-22 09:58:00,,,,
2021-01-22 09:59:00,,,,
2021-01-22 10:00:00,,,,
2021-01-22 10:01:00,,,,
2021-01-22 10:02:00,,,,
2021-01-22 10:03:00,,,,
2021-01-22 10:04:00,,,,
2021-01-22 10:05:00,,,,
2021-01-22 10:06:00,,,,
2021-01-22 10:07:00,,,,
2021-01-22 10:08:00,,,,
2021-01-22 10:09:00,,,,
2021-01-22 10:10:00,,,,
2021-01-22 10:11:00,,,,
2021-01-22 10:12:00,,,,
2021-01-22 10:13:00,,,,
2021-01-22 10:14:00,,,,
2021-01-22 10:15:00,,,,
2021-01-22 10:16:00,,,,
2021-01-22 10:17:00,,,,
2021-01-22 10:18:00,,,,
2021-01-22 10:19:00,,,,
2021-01-22 10:20:00,,,,
2021-01-22 10:21:00,,,,
2021-01-22 10:22:00,,,,
2021-01-22 10:23:00,,,,
2021-01-22 10:24:00,,,,
2021-01-22 10:25:00,,,,
2021-01-22 10:26:00,,,,
2021-01-22 10:27:00,-0.0017750000000003041,0.0009450000000001957,-0.0017750000000003041,-0.000740000000000407
2021-01-22 10:28:00,,,,
2021-01-22 10:29:00,,,,
2021-01-22 10:30:00,,,,
2021-01-22 10:31:00,,,,
2021-01-22 10:32:00,,,,
2021-01-22 10:33:00,-0.09374000000000038,-0.00132000000000021,-0.09374000000000038,-0.00132000000000021
2021-01-22 10:34:00,,,,
2021-01-22 10:35:00,,,,
2021-01-22 10:36:00,-0.025434999999999874,0.00012499999999970868,-0.025434999999999874,-0.0022849999999996484
2021-01-22 10:37:00,,,,
2021-01-22 10:38:00,,,,
2021-01-22 10:39:00,,,,
2021-01-22 10:40:00,,,,
2021-01-22 10:41:00,,,,
2021-01-22 10:42:00,,,,
2021-01-22 10:43:00,,,,
2021-01-22 10:44:00,,,,
2021-01-22 10:45:00,,,,
2021-01-22 10:46:00,,,,
2021-01-22 10:47:00,,,,
2021-01-22 10:48:00,,,,
2021-01-22 10:49:00,,,,
2021-01-22 10:50:00,,,,
2021-01-22 10:51:00,,,,
2021-01-22 10:52:00,,,,
2021-01-22 10:53:00,,,,
2021-01-22 10:54:00,,,,
2021-01-22 10:55:00,,,,
2021-01-22 10:56:00,,,,
2021-01-22 10:57:00,,,,
2021-01-22 10:58:00,,,,
2021-01-22 10:59:00,,,,
2021-01-22 11:00:00,,,,
2021-01-22 11:01:00,,,,
2021-01-22 11:02:00,,,,
2021-01-22 11:03:00,,,,
2021-01-22 11:04:00,,,,
2021-01-22 11:05:00,,,,
2021-01-22 11:06:00,,,,
2021-01-22 11:07:00,,,,
2021-01-22 11:08:00,,,,
2021-01-22 11:09:00,,,,
2021-01-22 11:10:00,,,,
2021-01-22 11:11:00,,,,
2021-01-22 11:12:00,,,,
2021-01-22 11:13:00,,,,
2021-01-22 11:14:00,,,,
2021-01-22 11:15:00,,,,
2021-01-22 11:16:00,,,,
2021-01-22 11:17:00,,,,
2021-01-22 11:18:00,,,,
2021-01-22 11:19:00,,,,
2021-01-22 11:20:00,,,,
2021-01-22 11:21:00,,,,
2021-01-22 11:22:00,,,,
2021-01-22 11:23:00,,,,
2021-01-22 11:24:00,,,,
2021-01-22 11:25:00,,,,
2021-01-22 11:26:00,,,,
2021-01-22 11:27:00,,,,
2021-01-22 11:28:00,,,,
2021-01-22 11:29:00,,,,
2021-01-22 11:30:00,,,,
2021-01-22 11:31:00,,,,
2021-01-22 11:32:00,,,,
2021-01-22 11:33:00,,,,
2021-01-22 11:34:00,,,,
2021-01-22 11:35:00,,,,
2021-01-22 11:36:00,,,,
2021-01-22 11:37:00,,,,
2021-01-22 11:38:00,,,,
2021-01-22 11:39:00,,,,
2021-01-22 11:40:00,,,,
2021-01-22 11:41:00,,,,
2021-01-22 11:42:00,,,,
2021-01-22 11:43:00,,,,
2021-01-22 11:44:00,,,,
2021-01-22 11:45:00,,,,
2021-01-22 11:46:00,,,,
2021-01-22 11:47:00,,,,
2021-01-22 11:48:00,,,,
2021-01-22 11:49:00,,,,
2021-01-22 11:50:00,0.0011049999999999116,0.0011049999999999116,0.0011049999999999116,0.0011049999999999116
2021-01-22 11:51:00,,,,
2021-01-22 11:52:00,,,,
2021-01-22 11:53:00,,,,
2021-01-22 11:54:00,,,,
2021-01-22 11:55:00,,,,
2021-01-22 11:56:00,,,,
2021-01-22 11:57:00,,,,
2021-01-22 11:58:00,,,,
2021-01-22 11:59:00,,,,
2021-01-22 12:00:00,,,,
2021-01-22 12:01:00,-0.0027449999999999974,-0.0027399999999997426,-0.0027449999999999974,-0.0027399999999997426
2021-01-22 12:02:00,,,,
2021-01-22 12:03:00,,,,
2021-01-22 12:04:00,,,,
2021-01-22 12:05:00,,,,
2021-01-22 12:06:00,,,,
2021-01-22 12:07:00,,,,
2021-01-22 12:08:00,,,,
2021-01-22 12:09:00,,,,
2021-01-22 12:10:00,,,,
2021-01-22 12:11:00,,,,
2021-01-22 12:12:00,,,,
2021-01-22 12:13:00,,,,
2021-01-22 12:14:00,,,,
2021-01-22 12:15:00,,,,
2021-01-22 12:16:00,,,,
2021-01-22 12:17:00,,,,
2021-01-22 12:18:00,,,,
2021-01-22 12:19:00,,,,
2021-01-22 12:20:00,,,,
2021-01-22 12:21:00,,,,
2021-01-22 12:22:00,,,,
2021-01-22 12:23:00,,,,
2021-01-22 12:24:00,,,,
2021-01-22 12:25:00,,,,
2021-01-22 12:26:00,,,,
2021-01-22 12:27:00,,,,
2021-01-22 12:28:00,,,,
2021-01-22 12:29:00,,,,
2021-01-22 12:30:00,,,,
2021-01-22 12:31:00,,,,
2021-01-22 12:32:00,,,,
2021-01-22 12:33:00,,,,
2021-01-22 12:34:00,,,,
2021-01-22 12:35:00,,,,
2021-01-22 12:36:00,,,,
2021-01-22 12:37:00,,,,
2021-01-22 12:38:00,,,,
2021-01-22 12:39:00,,,,
2021-01-22 12:40:00,,,,
2021-01-22 12:41:00,,,,
2021-01-22 12:42:00,,,,
2021-01-22 12:43:00,,,,
2021-01-22 12:44:00,,,,
2021-01-22 12:45:00,0.003294999999999604,0.003294999999999604,-0.0003750000000000142,-0.0003750000000000142
2021-01-22 12:46:00,,,,
2021-01-22 12:47:00,,,,
2021-01-22 12:48:00,,,,
2021-01-22 12:49:00,,,,
2021-01-22 12:50:00,,,,
2021-01-22 12:51:00,,,,
2021-01-22 12:52:00,,,,
2021-01-22 12:53:00,,,,
2021-01-22 12:54:00,,,,
