timestamp,open,high,low,close
2020-12-06 12:40:00,,,,
2020-12-06 12:41:00,,,,
2020-12-06 12:42:00,,,,
2020-12-06 12:43:00,,,,
2020-12-06 12:44:00,,,,
2020-12-06 12:45:00,,,,
2020-12-06 12:46:00,,,,
2020-12-06 12:47:00,,,,
2020-12-06 12:48:00,,,,
2020-12-06 12:49:00,,,,
2020-12-06 12:50:00,,,,
2020-12-06 12:51:00,,,,
2020-12-06 12:52:00,,,,
2020-12-06 12:53:00,,,,
2020-12-06 12:54:00,,,,
2020-12-06 12:55:00,,,,
2020-12-06 12:56:00,,,,
2020-12-06 12:57:00,,,,
2020-12-06 12:58:00,,,,
2020-12-06 12:59:00,,,,
2020-12-06 13:00:00,,,,
2020-12-06 13:01:00,,,,
2020-12-06 13:02:00,,,,
2020-12-06 13:03:00,,,,
2020-12-06 13:04:00,,,,
2020-12-06 13:05:00,,,,
2020-12-06 13:06:00,,,,
2020-12-06 13:07:00,,,,
2020-12-06 13:08:00,,,,
2020-12-06 13:09:00,,,,
2020-12-06 13:10:00,,,,
2020-12-06 13:11:00,,,,
2020-12-06 13:12:00,,,,
2020-12-06 13:13:00,,,,
2020-12-06 13:14:00,,,,
2020-12-06 13:15:00,,,,
2020-12-06 13:16:00,,,,
2020-12-06 13:17:00,,,,
2020-12-06 13:18:00,,,,
2020-12-06 13:19:00,,,,
2020-12-06 13:20:00,,,,
2020-12-06 13:21:00,,,,
2020-12-06 13:22:00,,,,
2020-12-06 13:23:00,,,,
2020-12-06 13:24:00,,,,
2020-12-06 13:25:00,,,,
2020-12-06 13:26:00,,,,
2020-12-06 13:27:00,,,,
2020-12-06 13:28:00,,,,
2020-12-06 13:29:00,,,,
2020-12-06 13:30:00,,,,
2020-12-06 13:31:00,,,,
2020-12-06 13:32:00,,,,
2020-12-06 13:33:00,,,,
2020-12-06 13:34:00,,,,
2020-12-06 13:35:00,,,,
2020-12-06 13:36:00,,,,
2020-12-06 13:37:00,,,,
2020-12-06 13:38:00,,,,
2020-12-06 13:39:00,,,,
2020-12-06 13:40:00,,,,
2020-12-06 13:41:00,,,,
2020-12-06 13:42:00,,,,
2020-12-06 13:43:00,,,,
2020-12-06 13:44:00,,,,
2020-12-06 13:45:00,,,,
2020-12-06 13:46:00,,,,
2020-12-06 13:47:00,,,,
2020-12-06 13:48:00,,,,
2020-12-06 13:49:00,,,,
2020-12-06 13:50:00,,,,
2020-12-06 13:51:00,,,,
2020-12-06 13:52:00,,,,
2020-12-06 13:53:00,,,,
2020-12-06 13:54:00,,,,
2020-12-06 13:55:00,,,,
2020-12-06 13:56:00,,,,
2020-12-06 13:57:00,,,,
2020-12-06 13:58:00,,,,
2020-12-06 13:59:00,,,,
2020-12-06 14:00:00,,,,
2020-12-06 14:01:00,,,,
2020-12-06 14:02:00,,,,
2020-12-06 14:03:00,,,,
2020-12-06 14:04:00,,,,
2020-12-06 14:05:00,,,,
2020-12-06 14:06:00,,,,
2020-12-06 14:07:00,,,,
2020-12-06 14:08:00,,,,
2020-12-06 14:09:00,,,,
2020-12-06 14:10:00,,,,
2020-12-06 14:11:00,7.000000000000062e-06,7.000000000000062e-06,7.000000000000062e-06,7.000000000000062e-06
